Serafina,20,4,20 aprile
Serafino,12,10,12 ottobre
Serena,16,8,16 agosto
Sergio,8,9,08 settembre
Settimia,2,7,02 luglio
Settimio,2,7,02 luglio
Settimo,2,7,02 luglio
Severino,23,10,23 ottobre
Sharon,20,4,20 aprile
Sharona,20,4,20 aprile
Silvana,22,9,22 settembre
Silvano,22,9,22 settembre
Silvia,3,11,03 novembre
Silvio,21,4,21 aprile
Simeone,8,10,08 ottobre
Simona,28,10,28 ottobre
Simone,28,10,28 ottobre
Simonetta,28,10,28 ottobre
Sipontina,31,8,31 agosto
Sofia,30,9,30 settembre
Sonia,30,9,30 settembre
Soraya,11,4,11 aprile
Sossio,23,9,23 settembre
Spiridione,15,4,15 aprile
Stefania,26,12,26 dicembre
Stefano,26,12,26 dicembre
Stella,11,5,11 maggio
Stephanie,26,12,26 dicembre
Steve,26,12,26 dicembre
Sveva,8,9,08 settembre
Tabata,25,10,25 ottobre
Tamara,1,5,01 maggio
Tania,7,8,07 agosto
Tano,7,8,07 agosto
Tatiana,12,1,12 gennaio
Tazio,5,1,05 gennaio
Tea,25,7,25 luglio
Teo,17,2,17 febbraio
Teodora,28,11,28 novembre
Teodoro,17,2,17 febbraio
Teresa,1,10,01 ottobre
Terry,1,10,01 ottobre
Tiberio,24,4,24 aprile
Tilde,14,3,14 marzo
Tindara,7,9,07 settembre
Tindaro,7,9,07 settembre
Tito,26,1,26 gennaio
Titti,16,1,16 gennaio
Tiziana,16,1,16 gennaio
Tiziano,16,1,16 gennaio
Tobia,2,11,02 novembre
Tommaso,3,7,03 luglio
Toni,13,6,13 giugno
Tonia,13,6,13 giugno
Tonino,13,6,13 giugno
Tonio,13,6,13 giugno
Tony,13,6,13 giugno
Trifone,1,2,01 febbraio
Ubaldo,16,5,16 maggio
Ugo,1,4,01 aprile
Ulisse,25,4,25 aprile
Umberto,6,9,06 settembre
Ursula,21,10,21 ottobre
Valentina,14,2,14 febbraio
Valentino,14,2,14 febbraio
Valeria,28,4,28 aprile
Valerio,14,6,14 giugno
Vanda,17,4,17 aprile
Vanessa,3,2,03 febbraio
Vania,24,6,24 giugno
Vanna,24,6,24 giugno
Vanni,24,6,24 giugno
Vera,24,1,24 gennaio
Veronica,13,1,13 gennaio
Victoria,23,12,23 dicembre
Vincenza,28,6,28 giugno
Vincenzo,22,1,22 gennaio
Virginia,7,1,07 gennaio
Vita,15,6,15 giugno
Vitaliana,27,1,27 gennaio
Vitaliano,27,1,27 gennaio
Vito,15,6,15 giugno
Vittoria,23,12,23 dicembre
Vittorio,21,5,21 maggio
Viviana,2,12,02 dicembre
Vladimiro,15,7,15 luglio
Wally,25,2,25 febbraio
Walter,8,4,08 aprile
William,10,2,10 febbraio
Wilma,19,9,19 settembre
Wilmer,13,8,13 agosto
Xenia,24,1,24 gennaio
Yuri,23,4,23 aprile
Zaira,21,10,21 ottobre
Zara,21,10,21 ottobre
Zoe,2,5,02 maggio
Zora,7,12,07 dicembre
